"ACTIONEVENTID","BATTLE","FIELD","DESC","TARGETTYPE","PARAMETERTYPE","TARGETNAME","ATTR","VAL","P","SPREAD","DCT","ANIMATIONID","ANIMATIONMOVETYPE"
"E03560","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0902","","0","0.925","0.05","","",""
"E03561","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0903","","0","0.925","0.05","","",""
"E03562","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0904","","0","0.925","0.05","","",""
"E03563","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0905","","0","0.925","0.05","","",""
"E03564","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0906","","0","0.925","0.05","","",""
"E03565","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0907","","0","0.925","0.05","","",""
"E03566","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0908","","0","0.925","0.05","","",""
"E03567","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0909","","0","0.925","0.05","","",""
"E03568","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0910","","0","0.925","0.05","","",""
"E03569","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0911","","0","0.925","0.05","","",""
"E03570","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0912","","0","0.925","0.05","","",""
"E03571","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0913","","0","0.925","0.05","","",""
"E03572","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0914","","0","0.925","0.05","","",""
"E03573","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0915","","0","0.925","0.05","","",""
"E03574","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0916","","0","0.925","0.05","","",""
"E03575","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0917","","0","0.925","0.05","","",""
"E03576","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0918","","0","0.925","0.05","","",""
"E03577","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0919","","0","0.925","0.05","","",""
"E03578","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0920","","0","0.925","0.05","","",""
"E03579","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0921","","0","0.925","0.05","","",""
"E03580","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0922","","0","0.925","0.05","","",""
"E03581","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0923","","0","0.925","0.05","","",""
"E03582","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0924","","0","0.925","0.05","","",""
"E03583","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0925","","0","0.925","0.05","","",""
"E03584","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0926","","0","0.925","0.05","","",""
"E03585","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0927","","0","0.925","0.05","","",""
"E03586","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0928","","0","0.925","0.05","","",""
"E03587","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0929","","0","0.925","0.05","","",""
"E03588","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0930","","0","0.925","0.05","","",""
"E03589","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0931","","0","0.925","0.05","","",""
"E03590","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0932","","0","0.925","0.05","","",""
"E03591","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0933","","0","0.925","0.05","","",""
"E03592","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0934","","0","0.925","0.05","","",""
"E03593","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0935","","0","0.925","0.05","","",""
"E03594","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0936","","0","0.925","0.05","","",""
"E03595","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0937","","0","0.925","0.05","","",""
"E03596","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0938","","0","0.925","0.05","","",""
"E03597","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0939","","0","0.925","0.05","","",""
"E03598","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0940","","0","0.925","0.05","","",""
"E03599","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0941","","0","0.925","0.05","","",""
"E03600","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0942","","0","0.925","0.05","","",""
"E03601","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0943","","0","0.925","0.05","","",""
"E03602","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0944","","0","0.925","0.05","","",""
"E03603","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0945","","0","0.925","0.05","","",""
"E03604","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0946","","0","0.925","0.05","","",""
"E03605","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0947","","0","0.925","0.05","","",""
"E03606","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0948","","0","0.925","0.05","","",""
"E03607","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0949","","0","0.925","0.05","","",""
"E03608","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0950","","0","0.925","0.05","","",""
"E03609","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0951","","0","0.925","0.05","","",""
"E03610","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0952","","0","0.925","0.05","","",""
"E03611","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0953","","0","0.925","0.05","","",""
"E03612","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0954","","0","0.925","0.05","","",""
"E03613","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0955","","0","0.925","0.05","","",""
"E03614","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0956","","0","0.925","0.05","","",""
"E03615","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0957","","0","0.925","0.05","","",""
"E03616","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0958","","0","0.925","0.05","","",""
"E03617","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0959","","0","0.925","0.05","","",""
"E03618","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0960","","0","0.925","0.05","","",""
"E03619","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0961","","0","0.925","0.05","","",""
"E03620","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0962","","0","0.925","0.05","","",""
"E03621","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0963","","0","0.925","0.05","","",""
"E03622","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0964","","0","0.925","0.05","","",""
"E03623","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0965","","0","0.925","0.05","","",""
"E03624","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0966","","0","0.925","0.05","","",""
"E03625","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0967","","0","0.925","0.05","","",""
"E03626","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0968","","0","0.925","0.05","","",""
"E03627","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0969","","0","0.925","0.05","","",""
"E03628","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0970","","0","0.925","0.05","","",""
"E03629","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0971","","0","0.925","0.05","","",""
"E03630","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0972","","0","0.925","0.05","","",""
"E03631","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0973","","0","0.925","0.05","","",""
"E03632","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0974","","0","0.925","0.05","","",""
"E03633","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0975","","0","0.925","0.05","","",""
"E03634","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0976","","0","0.925","0.05","","",""
"E03635","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0977","","0","0.925","0.05","","",""
"E03636","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0978","","0","0.925","0.05","","",""
"E03637","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0979","","0","0.925","0.05","","",""
"E03638","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0980","","0","0.925","0.05","","",""
"E03639","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0981","","0","0.925","0.05","","",""
"E03640","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0982","","0","0.925","0.05","","",""
"E03641","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0983","","0","0.925","0.05","","",""
"E03642","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0984","","0","0.925","0.05","","",""
"E03643","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0985","","0","0.925","0.05","","",""
"E03644","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0986","","0","0.925","0.05","","",""
"E03645","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0987","","0","0.925","0.05","","",""
"E03646","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0988","","0","0.925","0.05","","",""
"E03647","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0989","","0","0.925","0.05","","",""
"E03648","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0990","","0","0.925","0.05","","",""
"E03649","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0991","","0","0.925","0.05","","",""
"E03650","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0992","","0","0.925","0.05","","",""
"E03651","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0993","","0","0.925","0.05","","",""
"E03652","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0994","","0","0.925","0.05","","",""
"E03653","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0995","","0","0.925","0.05","","",""
"E03654","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0996","","0","0.925","0.05","","",""
"E03655","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0997","","0","0.925","0.05","","",""
"E03656","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0998","","0","0.925","0.05","","",""
"E03657","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE0999","","0","0.925","0.05","","",""
"E03658","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE1000","","0","0.925","0.05","","",""
"E03659","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE1001","","0","0.925","0.05","","",""
"E03660","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE1002","","0","0.925","0.05","","",""
"E03661","TRUE","TRUE","状態異常付与","ONE","REMOVE_CONDITION","CE1003","","0","0.925","0.05","","",""
"E03662","TRUE","TRUE","体力","SELF","STATUS","HP","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03663","TRUE","TRUE","魔力","SELF","STATUS","MP","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03664","TRUE","TRUE","筋力","SELF","STATUS","STR","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03665","TRUE","TRUE","素早さ","SELF","STATUS","SPD","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03666","TRUE","TRUE","器用さ","SELF","STATUS","DEX","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03667","TRUE","TRUE","精神力","SELF","STATUS","POW","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03668","TRUE","TRUE","正気度","SELF","STATUS","SAN","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03669","TRUE","TRUE","行動力","SELF","STATUS","MOV","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03670","TRUE","TRUE","経験値","SELF","STATUS","EXP","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03671","TRUE","TRUE","攻撃力","SELF","STATUS","ATK","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03672","TRUE","TRUE","防御力","SELF","STATUS","DEF","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03673","TRUE","TRUE","物理攻撃回避率","SELF","STATUS","AVO","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03674","TRUE","TRUE","物理攻撃カット率","SELF","STATUS","CUT_P","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03675","TRUE","TRUE","物理ダメージカット時の減少割合","SELF","STATUS","CUT_V","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03676","TRUE","TRUE","物理クリティカル発生率","SELF","STATUS","CRT_P","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03677","TRUE","TRUE","物理クリティカル発生時の追加割合","SELF","STATUS","CRT_V","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03678","TRUE","TRUE","魔法攻撃力","SELF","STATUS","M_ATK","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03679","TRUE","TRUE","魔法防御力","SELF","STATUS","M_DEF","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03680","TRUE","TRUE","魔法攻撃回避率","SELF","STATUS","M_AVO","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03681","TRUE","TRUE","魔法攻撃カット率","SELF","STATUS","M_CUT_P","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03682","TRUE","TRUE","魔法ダメージカット時の減少割合","SELF","STATUS","M_CUT_V","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03683","TRUE","TRUE","魔法クリティカル発生率","SELF","STATUS","M_CRT_P","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03684","TRUE","TRUE","魔法クリティカル発生時の追加割合","SELF","STATUS","M_CRT_V","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03685","TRUE","TRUE","装備属性","SELF","STATUS","EQIP_ATTR","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03686","TRUE","TRUE","魔術使用可否","SELF","STATUS","CAN_MAGIC","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03687","TRUE","TRUE","体力","SELF","STATUS","HP","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03688","TRUE","TRUE","魔力","SELF","STATUS","MP","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03689","TRUE","TRUE","筋力","SELF","STATUS","STR","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03690","TRUE","TRUE","素早さ","SELF","STATUS","SPD","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03691","TRUE","TRUE","器用さ","SELF","STATUS","DEX","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03692","TRUE","TRUE","精神力","SELF","STATUS","POW","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03693","TRUE","TRUE","正気度","SELF","STATUS","SAN","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03694","TRUE","TRUE","行動力","SELF","STATUS","MOV","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03695","TRUE","TRUE","経験値","SELF","STATUS","EXP","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03696","TRUE","TRUE","攻撃力","SELF","STATUS","ATK","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03697","TRUE","TRUE","防御力","SELF","STATUS","DEF","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03698","TRUE","TRUE","物理攻撃回避率","SELF","STATUS","AVO","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03699","TRUE","TRUE","物理攻撃カット率","SELF","STATUS","CUT_P","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03700","TRUE","TRUE","物理ダメージカット時の減少割合","SELF","STATUS","CUT_V","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03701","TRUE","TRUE","物理クリティカル発生率","SELF","STATUS","CRT_P","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03702","TRUE","TRUE","物理クリティカル発生時の追加割合","SELF","STATUS","CRT_V","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03703","TRUE","TRUE","魔法攻撃力","SELF","STATUS","M_ATK","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03704","TRUE","TRUE","魔法防御力","SELF","STATUS","M_DEF","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03705","TRUE","TRUE","魔法攻撃回避率","SELF","STATUS","M_AVO","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03706","TRUE","TRUE","魔法攻撃カット率","SELF","STATUS","M_CUT_P","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03707","TRUE","TRUE","魔法ダメージカット時の減少割合","SELF","STATUS","M_CUT_V","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03708","TRUE","TRUE","魔法クリティカル発生率","SELF","STATUS","M_CRT_P","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03709","TRUE","TRUE","魔法クリティカル発生時の追加割合","SELF","STATUS","M_CRT_V","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03710","TRUE","TRUE","装備属性","SELF","STATUS","EQIP_ATTR","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03711","TRUE","TRUE","魔術使用可否","SELF","STATUS","CAN_MAGIC","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03712","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","FLAME","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03713","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","ICE","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03714","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","WATER","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03715","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","THNDER","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03716","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","AIR","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03717","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","EARTH","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03718","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","LIGHT","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03719","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","DARK","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03720","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","MYSTERY","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03721","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","ALCHEMY","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03722","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","SPIRIT","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03723","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","SPACE_TIME","","-0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03724","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","FLAME","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03725","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","ICE","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03726","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","WATER","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03727","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","THNDER","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03728","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","AIR","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03729","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","EARTH","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03730","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","LIGHT","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03731","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","DARK","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03732","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","MYSTERY","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03733","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","ALCHEMY","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03734","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","SPIRIT","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03735","TRUE","TRUE","ATTRIN変更","SELF","ATTR_IN","SPACE_TIME","","0.1","0.925","0.05","PERCENT_OF_MAX","",""
"E03736","TRUE","TRUE","体力","SELF","STATUS","HP","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03737","TRUE","TRUE","魔力","SELF","STATUS","MP","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03738","TRUE","TRUE","筋力","SELF","STATUS","STR","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03739","TRUE","TRUE","素早さ","SELF","STATUS","SPD","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03740","TRUE","TRUE","器用さ","SELF","STATUS","DEX","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03741","TRUE","TRUE","精神力","SELF","STATUS","POW","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03742","TRUE","TRUE","正気度","SELF","STATUS","SAN","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03743","TRUE","TRUE","行動力","SELF","STATUS","MOV","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03744","TRUE","TRUE","経験値","SELF","STATUS","EXP","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03745","TRUE","TRUE","攻撃力","SELF","STATUS","ATK","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03746","TRUE","TRUE","防御力","SELF","STATUS","DEF","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03747","TRUE","TRUE","物理攻撃回避率","SELF","STATUS","AVO","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03748","TRUE","TRUE","物理攻撃カット率","SELF","STATUS","CUT_P","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03749","TRUE","TRUE","物理ダメージカット時の減少割合","SELF","STATUS","CUT_V","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03750","TRUE","TRUE","物理クリティカル発生率","SELF","STATUS","CRT_P","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03751","TRUE","TRUE","物理クリティカル発生時の追加割合","SELF","STATUS","CRT_V","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03752","TRUE","TRUE","魔法攻撃力","SELF","STATUS","M_ATK","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03753","TRUE","TRUE","魔法防御力","SELF","STATUS","M_DEF","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03754","TRUE","TRUE","魔法攻撃回避率","SELF","STATUS","M_AVO","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03755","TRUE","TRUE","魔法攻撃カット率","SELF","STATUS","M_CUT_P","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03756","TRUE","TRUE","魔法ダメージカット時の減少割合","SELF","STATUS","M_CUT_V","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03757","TRUE","TRUE","魔法クリティカル発生率","SELF","STATUS","M_CRT_P","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03758","TRUE","TRUE","魔法クリティカル発生時の追加割合","SELF","STATUS","M_CRT_V","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03759","TRUE","TRUE","装備属性","SELF","STATUS","EQIP_ATTR","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03760","TRUE","TRUE","魔術使用可否","SELF","STATUS","CAN_MAGIC","","-0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03761","TRUE","TRUE","体力","SELF","STATUS","HP","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03762","TRUE","TRUE","魔力","SELF","STATUS","MP","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03763","TRUE","TRUE","筋力","SELF","STATUS","STR","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03764","TRUE","TRUE","素早さ","SELF","STATUS","SPD","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03765","TRUE","TRUE","器用さ","SELF","STATUS","DEX","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03766","TRUE","TRUE","精神力","SELF","STATUS","POW","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03767","TRUE","TRUE","正気度","SELF","STATUS","SAN","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03768","TRUE","TRUE","行動力","SELF","STATUS","MOV","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03769","TRUE","TRUE","経験値","SELF","STATUS","EXP","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03770","TRUE","TRUE","攻撃力","SELF","STATUS","ATK","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03771","TRUE","TRUE","防御力","SELF","STATUS","DEF","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03772","TRUE","TRUE","物理攻撃回避率","SELF","STATUS","AVO","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03773","TRUE","TRUE","物理攻撃カット率","SELF","STATUS","CUT_P","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03774","TRUE","TRUE","物理ダメージカット時の減少割合","SELF","STATUS","CUT_V","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03775","TRUE","TRUE","物理クリティカル発生率","SELF","STATUS","CRT_P","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03776","TRUE","TRUE","物理クリティカル発生時の追加割合","SELF","STATUS","CRT_V","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03777","TRUE","TRUE","魔法攻撃力","SELF","STATUS","M_ATK","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
"E03778","TRUE","TRUE","魔法防御力","SELF","STATUS","M_DEF","","0.25","0.925","0.05","PERCENT_OF_MAX","",""
